Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2011","Kcal","23839148.39"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2012","1000 t","9731"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2012","1000 t","0"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2012","1000 t","-100"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2012","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2012","1000 t","557"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2012","1000 t","24"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2012","1000 t","72"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2012","1000 t","2888"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2012","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2012","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2012","1000 t","6289"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2012","kg/cap","0.88"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2012","kcal/cap/d","9.24"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2012","Kcal","24025691.66"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2013","1000 t","10119"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2013","1000 t","0"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2013","1000 t","55"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2013","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2013","1000 t","580"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2013","1000 t","25"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2013","1000 t","74"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2013","1000 t","2968"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2013","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2013","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2013","1000 t","6417"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2013","kg/cap","0.89"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2013","kcal/cap/d","9.32"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2013","Kcal","24513039.04"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2014","1000 t","11824"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2014","1000 t","0"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2014","1000 t","1151"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2014","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2014","1000 t","554"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2014","1000 t","29"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2014","1000 t","82"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2014","1000 t","2957"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2014","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2014","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2014","1000 t","7051"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2014","kg/cap","0.97"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2014","kcal/cap/d","10.11"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2014","Kcal","26933652.68"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2015","1000 t","9811"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2015","1000 t","0"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2015","1000 t","-51"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2015","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2015","1000 t","527"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2015","1000 t","26"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2015","1000 t","83"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2015","1000 t","2875"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2015","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2015","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2015","1000 t","6352"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2015","kg/cap","0.86"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2015","kcal/cap/d","9"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2015","Kcal","24265978.56"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2016","1000 t","9169"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2016","1000 t","0"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2016","1000 t","-757"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2016","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2016","1000 t","559"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2016","1000 t","28"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2016","1000 t","75"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2016","1000 t","3036"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2016","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2016","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2016","1000 t","6228"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2016","kg/cap","0.83"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2016","kcal/cap/d","8.72"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2016","Kcal","23789396.98"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2017","1000 t","9835"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2017","1000 t","0"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2017","1000 t","-203"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2017","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2017","1000 t","560"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2017","1000 t","26"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2017","1000 t","70"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2017","1000 t","2968"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2017","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2017","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2017","1000 t","6415"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2017","kg/cap","0.85"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2017","kcal/cap/d","8.88"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2017","Kcal","24504442.09"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2018","1000 t","10464"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2018","1000 t","0"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2018","1000 t","295"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2018","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2018","1000 t","565"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2018","1000 t","27"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2018","1000 t","74"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2018","1000 t","3040"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2018","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2018","1000 t","4"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2018","1000 t","6459"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2018","kg/cap","0.85"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2018","kcal/cap/d","8.85"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2018","Kcal","24671814.65"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2019","1000 t","8901"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2019","1000 t","0"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2019","1000 t","-213"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2019","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2019","1000 t","528"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2019","1000 t","79"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2019","1000 t","2629"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2019","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2019","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2019","1000 t","5878"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2019","kg/cap","0.76"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2019","kcal/cap/d","7.95"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2019","Kcal","22455726.63"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2020","1000 t","8629"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2020","1000 t","1"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2020","1000 t","-36"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2020","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2020","1000 t","526"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2020","1000 t","0"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2020","1000 t","57"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2020","1000 t","2452"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2020","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2020","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2020","1000 t","5630"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2020","kg/cap","0.72"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2020","kcal/cap/d","7.54"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2020","Kcal","21506048.63"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2021","1000 t","8603"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2021","1000 t","0"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2021","1000 t","-251"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2021","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2021","1000 t","510"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2021","1000 t","0"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2021","1000 t","81"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2021","1000 t","2500"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2021","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2021","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2021","1000 t","5764"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2021","kg/cap","0.73"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2021","kcal/cap/d","7.65"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2021","Kcal","22017568.44"
"Food Balances (2010-)","World","Production","Sugar non-centrifugal","2022","1000 t","12191"
"Food Balances (2010-)","World","Import quantity","Sugar non-centrifugal","2022","1000 t","1"
"Food Balances (2010-)","World","Stock Variation","Sugar non-centrifugal","2022","1000 t","-34"
"Food Balances (2010-)","World","Export quantity","Sugar non-centrifugal","2022","1000 t","0"
"Food Balances (2010-)","World","Feed","Sugar non-centrifugal","2022","1000 t","827"
"Food Balances (2010-)","World","Losses","Sugar non-centrifugal","2022","1000 t","0"
"Food Balances (2010-)","World","Processing","Sugar non-centrifugal","2022","1000 t","73"
"Food Balances (2010-)","World","Other uses (non-food)","Sugar non-centrifugal","2022","1000 t","3994"
"Food Balances (2010-)","World","Tourist consumption","Sugar non-centrifugal","2022","1000 t","0"
"Food Balances (2010-)","World","Residuals","Sugar non-centrifugal","2022","1000 t","0"
"Food Balances (2010-)","World","Food","Sugar non-centrifugal","2022","1000 t","7332"
"Food Balances (2010-)","World","Food supply quantity (kg/capita/yr)","Sugar non-centrifugal","2022","kg/cap","0.92"
"Food Balances (2010-)","World","Food supply (kcal/capita/day)","Sugar non-centrifugal","2022","kcal/cap/d","9.66"
"Food Balances (2010-)","World","Food supply (kcal)","Sugar non-centrifugal","2022","Kcal","28009173.52"
"Food Balances (2010-)","World","Production","Sugar (Raw Equivalent)","2010","1000 t","174240"
"Food Balances (2010-)","World","Import quantity","Sugar (Raw Equivalent)","2010","1000 t","56460"
"Food Balances (2010-)","World","Stock Variation","Sugar (Raw Equivalent)","2010","1000 t","-5944"
"Food Balances (2010-)","World","Export quantity","Sugar (Raw Equivalent)","2010","1000 t","63892"
"Food Balances (2010-)","World","Feed","Sugar (Raw Equivalent)","2010","1000 t","1082"
"Food Balances (2010-)","World","Losses","Sugar (Raw Equivalent)","2010","1000 t","130"
"Food Balances (2010-)","World","Processing","Sugar (Raw Equivalent)","2010","1000 t","9132"
